ID,business_type,campaign_goal,budget_level,campaign_duration,area_type,active_hours,ad_style,interaction_goal,offer_type,business_stage,best_place
309,restaurant,awareness,low,long_2months,main_street,morning,short_video,website_visit,service,famous,streets
310,supermarket,sales,medium,long_2months,inside_mall,noon,coupon_offer,purchase,service,established,malls
311,gaming_arcade,sales,high,short_week,main_street,evening,coupon_offer,purchase,product,established,malls
312,restaurant,awareness,high,long_2months,inside_mall,evening,short_video,website_visit,product,established,entertainment_restaurants
313,gaming_arcade,awareness,medium,mid_month,main_street,evening,static_image,store_visit,product,established,streets
314,gaming_arcade,sales,low,mid_month,inside_mall,evening,static_image,social_follow,product,established,entertainment_restaurants
315,supermarket,awareness,high,short_week,main_street,morning,coupon_offer,store_visit,product,established,streets
316,cafe,footfall,high,mid_month,near_entertainment,noon,short_video,website_visit,service,new,entertainment_restaurants
317,clinic,sales,low,mid_month,main_street,noon,static_image,store_visit,service,famous,malls
318,restaurant,sales,medium,mid_month,main_street,noon,static_image,purchase,product,established,streets
319,fashion_store,awareness,high,short_week,main_street,evening,short_video,store_visit,product,established,streets
320,restaurant,footfall,low,long_2months,inside_mall,noon,coupon_offer,purchase,product,established,entertainment_restaurants
321,supermarket,footfall,medium,mid_month,main_street,evening,short_video,website_visit,product,new,streets
322,supermarket,footfall,medium,long_2months,inside_mall,evening,static_image,store_visit,product,established,malls
323,electronics,sales,high,long_2months,near_entertainment,noon,coupon_offer,social_follow,product,new,malls
324,gaming_arcade,awareness,low,mid_month,near_entertainment,evening,coupon_offer,purchase,product,established,entertainment_restaurants
325,fashion_store,awareness,high,mid_month,near_entertainment,noon,static_image,store_visit,product,established,malls
326,clinic,footfall,medium,mid_month,near_entertainment,noon,coupon_offer,purchase,product,new,streets
327,cafe,awareness,low,short_week,inside_mall,evening,static_image,store_visit,service,new,entertainment_restaurants
328,restaurant,awareness,medium,long_2months,main_street,evening,short_video,purchase,service,established,streets
329,beauty_salon,sales,high,long_2months,inside_mall,evening,short_video,store_visit,service,established,malls
330,supermarket,product_launch,medium,mid_month,near_entertainment,noon,static_image,purchase,experience,established,malls
331,restaurant,product_launch,medium,short_week,inside_mall,noon,short_video,store_visit,service,new,streets
332,restaurant,sales,low,short_week,near_entertainment,evening,static_image,website_visit,service,established,entertainment_restaurants
333,fashion_store,sales,low,short_week,main_street,noon,static_image,store_visit,product,new,streets
334,fashion_store,sales,medium,mid_month,near_entertainment,evening,coupon_offer,store_visit,service,established,malls
335,clinic,footfall,high,mid_month,inside_mall,evening,coupon_offer,store_visit,product,established,entertainment_restaurants
336,fashion_store,awareness,medium,short_week,near_entertainment,morning,static_image,social_follow,product,famous,entertainment_restaurants
337,restaurant,sales,medium,mid_month,near_entertainment,noon,short_video,website_visit,service,famous,entertainment_restaurants
338,clinic,product_launch,medium,short_week,main_street,noon,short_video,store_visit,service,established,streets
339,cafe,sales,medium,mid_month,main_street,morning,static_image,website_visit,service,established,streets
340,clinic,awareness,low,long_2months,inside_mall,evening,short_video,store_visit,service,established,streets
341,gaming_arcade,footfall,medium,short_week,inside_mall,evening,static_image,social_follow,product,established,entertainment_restaurants
342,supermarket,awareness,medium,long_2months,main_street,evening,short_video,store_visit,service,established,streets
343,fashion_store,awareness,high,short_week,main_street,evening,static_image,store_visit,product,famous,malls
344,cafe,awareness,high,long_2months,near_entertainment,evening,static_image,website_visit,product,new,entertainment_restaurants
345,gym,footfall,low,short_week,main_street,morning,static_image,social_follow,product,established,streets
346,fashion_store,footfall,medium,mid_month,inside_mall,noon,short_video,store_visit,product,established,malls
347,supermarket,sales,medium,long_2months,main_street,noon,short_video,website_visit,product,established,streets
348,restaurant,footfall,low,long_2months,inside_mall,morning,short_video,website_visit,product,established,entertainment_restaurants
349,clinic,product_launch,medium,mid_month,near_entertainment,noon,coupon_offer,store_visit,product,established,entertainment_restaurants
350,restaurant,footfall,low,mid_month,inside_mall,morning,coupon_offer,social_follow,service,established,entertainment_restaurants
351,restaurant,footfall,medium,long_2months,inside_mall,evening,coupon_offer,store_visit,service,new,entertainment_restaurants
352,cafe,footfall,medium,mid_month,inside_mall,evening,coupon_offer,store_visit,service,new,entertainment_restaurants
353,clinic,sales,medium,mid_month,main_street,noon,short_video,website_visit,experience,new,streets
354,education_center,sales,medium,long_2months,inside_mall,evening,coupon_offer,store_visit,experience,established,malls
355,electronics,sales,low,short_week,main_street,evening,static_image,website_visit,product,new,streets
356,electronics,footfall,medium,mid_month,inside_mall,morning,static_image,store_visit,product,famous,malls
357,restaurant,product_launch,medium,mid_month,near_entertainment,evening,coupon_offer,purchase,service,famous,malls
358,clinic,footfall,medium,short_week,main_street,morning,static_image,purchase,service,established,streets
359,gaming_arcade,product_launch,medium,short_week,inside_mall,morning,short_video,website_visit,experience,established,malls
360,restaurant,product_launch,medium,long_2months,main_street,evening,short_video,purchase,experience,established,streets
361,electronics,sales,low,mid_month,inside_mall,evening,coupon_offer,store_visit,service,established,malls
362,gaming_arcade,sales,low,mid_month,inside_mall,evening,short_video,purchase,product,new,entertainment_restaurants
363,supermarket,footfall,low,short_week,main_street,evening,short_video,store_visit,product,established,streets
364,supermarket,footfall,medium,short_week,main_street,evening,short_video,purchase,product,established,streets
365,cafe,sales,low,mid_month,main_street,evening,static_image,purchase,product,established,streets
366,cafe,sales,low,mid_month,main_street,evening,short_video,social_follow,product,new,entertainment_restaurants
367,beauty_salon,footfall,low,short_week,inside_mall,morning,short_video,social_follow,service,established,malls
368,clinic,product_launch,high,mid_month,main_street,morning,static_image,purchase,product,new,streets
369,electronics,sales,low,short_week,inside_mall,morning,short_video,social_follow,service,established,malls
370,clinic,footfall,medium,short_week,inside_mall,noon,coupon_offer,social_follow,product,famous,streets
371,education_center,footfall,medium,short_week,inside_mall,noon,static_image,website_visit,product,new,entertainment_restaurants
372,beauty_salon,awareness,medium,mid_month,near_entertainment,evening,coupon_offer,purchase,experience,established,streets
373,clinic,sales,low,short_week,main_street,evening,static_image,store_visit,product,famous,malls
374,restaurant,awareness,low,short_week,main_street,evening,short_video,social_follow,product,established,streets
375,cafe,product_launch,medium,long_2months,main_street,morning,static_image,purchase,product,new,streets
376,clinic,sales,low,long_2months,main_street,evening,static_image,purchase,product,new,streets
377,clinic,footfall,high,long_2months,near_entertainment,noon,coupon_offer,social_follow,product,new,entertainment_restaurants
378,restaurant,awareness,medium,mid_month,main_street,noon,static_image,store_visit,experience,established,streets
379,gaming_arcade,sales,low,mid_month,inside_mall,evening,short_video,website_visit,product,established,entertainment_restaurants
380,fashion_store,footfall,low,mid_month,inside_mall,evening,short_video,store_visit,product,established,malls
381,restaurant,sales,low,mid_month,inside_mall,morning,coupon_offer,store_visit,service,new,malls
382,education_center,awareness,medium,mid_month,near_entertainment,noon,static_image,website_visit,product,established,streets
383,electronics,footfall,medium,short_week,inside_mall,evening,coupon_offer,store_visit,product,new,malls
384,education_center,sales,medium,mid_month,inside_mall,evening,short_video,purchase,product,established,malls
385,fashion_store,footfall,low,short_week,near_entertainment,noon,static_image,website_visit,service,new,entertainment_restaurants
386,cafe,sales,low,short_week,main_street,noon,short_video,purchase,product,established,entertainment_restaurants
387,fashion_store,sales,low,mid_month,main_street,evening,static_image,store_visit,product,new,entertainment_restaurants
388,clinic,sales,medium,mid_month,inside_mall,noon,short_video,purchase,experience,established,malls
389,electronics,sales,medium,short_week,inside_mall,noon,coupon_offer,purchase,product,famous,malls
390,clinic,sales,high,mid_month,main_street,noon,static_image,purchase,product,established,streets
391,beauty_salon,footfall,low,short_week,inside_mall,noon,short_video,store_visit,product,established,malls
392,fashion_store,footfall,medium,mid_month,near_entertainment,noon,coupon_offer,purchase,service,established,malls
